VIF,Tolerance
503.6207640701722,0.0019856210691516774
91.57875564353684,0.01091956309051001
32.59497336258926,0.030679577150621196
241.7536649497112,0.004136441944770586
112.61576875075129,0.00887975113159567
377.85276814103804,0.0026465334763056125
135507.895694238,7.379643782945422e-06
158584.82479578943,6.305773590176145e-06
1518.7918612155538,0.000658418066053934
96.42622775959627,0.010370622425395881
1841453.2425581133,5.430493573710393e-07
517.2178043589549,0.001933421455279194
321.5310306234727,0.00311011972331543
828023.8344210316,1.207694704463691e-06
551.1905363229915,0.001814254661683834
178.54764261797428,0.005600746026872105
621.1333683387948,0.0016099601969130628
inf,0.0
48339.5261386379,2.068700460844397e-05
489.97069702796824,0.002040938378694346
406.0228793453199,0.0024629153943551696
6.990706188734369,0.14304706463154115
1886.5656280483624,0.0005300637227417804
59.474435482104745,0.016813946898258325
782.4290495218585,0.0012780711562423441
8011.165933958967,0.00012482577545436246
12481.00552226444,8.012174966320895e-05
238.8358857003042,0.004186975491843881
41.47193157842626,0.024112694102731425
545395.3517199612,1.8335323116458468e-06
402.00186356336485,0.002487550657442106
390.99551242055844,0.0025575741107851657
186415.1010050722,5.364372277827378e-06
94.3937899451473,0.010593917254314134
8.0058602646907,0.124908500390699
73.09138703344861,0.013681502576252558
inf,0.0
28680.218515628985,3.486723782997192e-05
560.4747804876428,0.001784201599811408
351.4526842266671,0.00284533322657754
7.052856047813999,0.14178653204044134
1739.7033742945032,0.0005748106342585713
7.823783268316964,0.12781540153976145
73.47051552232108,0.013610902181517837
693.4360324205312,0.0014420940840200736
669.3302737322102,0.0014940307337720782
91.05588123650496,0.0109822670037385
8.043289924461002,0.124327235421271
479.98656888539335,0.0020833916297328114
420.6166111139223,0.0023774619774328265
inf,0.0
241.27842684424917,0.004144589357114481
10602.309351525279,9.431907397194905e-05
103.65134228054407,0.009647728413331946
718.6677811399128,0.0013914635193661429
5.30351877588111,0.18855406047541767
33.6173554565549,0.02974653973874719
20.6800451147277,0.048355793928506974
996.2309332605229,0.0010037833263489837
14.791926916255722,0.0676044443473447
4.169816890801258,0.23981868417436514
2.009323099269717,0.4976800397922302
1.6471684384099305,0.6071024533261061
1.466315468918992,0.6819814843372194
